Name,State,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,F72,F73,F74,F75,F76,F77,F78,F79,F80,F81,F82,F83,F84,F85,F86,F87,F88,F89,F90,F91,F92,F93,F94,F95,F96,F97,F98,F99,F100
NCGC00090987-02,0,2253.266094,2384.852335,3323.836772,3200.996339,2834.845296,2350.537332,1531.340935,535.614666,47.409264,5825.821819,7225.821905,10232.71657,11009.67539,9639.679427,7554.938177,4432.529383,1742.98972,372.0151109,184.374264,191.624332,303.561728,392.910236,376.545504,355.67808,278.779276,145.676088,46.21536,39.19933705,49.49104678,72.33513879,80.59840358,72.44675961,56.56555556,32.77544283,13.00914259,3.516918997,3741.611365,3518.300492,5741.888055,7834.518951,7748.555591,7390.394674,5997.196378,3139.78842,1078.244057,136.3611111,88.55555556,154.5555556,158.9444444,146.7777778,161.8333333,143.5,78.66666667,18,93.88608725,95.3940934,83.0959193,61.5576219,55.58520188,50.0114326,42.53724819,29.75637033,7.901544,242.7425758,289.0328762,255.8179142,211.7245266,189.0133221,160.7433655,123.1258162,96.83276222,62.00251849,7.682261,7.66497328,7.5890432,7.555966077,7.383245176,7.567618723,7.743868778,8.093116,7.70256,1.63330571,1.979641871,1.80837847,1.5499693,1.420524698,1.203522459,0.910428968,0.722730144,0.586153166,155.9004735,140.7320197,143.5472014,150.663826,151.9324626,157.2424399,166.5887883,174.43269,179.7073429,5.681712963
NCGC00090987-03,0,2253.266094,2384.852335,3323.836772,3200.996339,2834.845296,2350.537332,1531.340935,535.614666,47.409264,5825.821819,7225.821905,10232.71657,11009.67539,9639.679427,7554.938177,4432.529383,1742.98972,372.0151109,184.374264,191.624332,303.561728,392.910236,376.545504,355.67808,278.779276,145.676088,46.21536,39.19933705,49.49104678,72.33513879,80.59840358,72.44675961,56.56555556,32.77544283,13.00914259,3.516918997,3741.611365,3518.300492,5741.888055,7834.518951,7748.555591,7390.394674,5997.196378,3139.78842,1078.244057,136.3611111,88.55555556,154.5555556,158.9444444,146.7777778,161.8333333,143.5,78.66666667,18,93.88608725,95.3940934,83.0959193,61.5576219,55.58520188,50.0114326,42.53724819,29.75637033,7.901544,242.7425758,289.0328762,255.8179142,211.7245266,189.0133221,160.7433655,123.1258162,96.83276222,62.00251849,7.682261,7.66497328,7.5890432,7.555966077,7.383245176,7.567618723,7.743868778,8.093116,7.70256,1.63330571,1.979641871,1.80837847,1.5499693,1.420524698,1.203522459,0.910428968,0.722730144,0.586153166,155.9004735,140.7320197,143.5472014,150.663826,151.9324626,157.2424399,166.5887883,174.43269,179.7073429,5.681712963
NCGC00090987-05,0,2253.266094,2384.852335,3323.836772,3200.996339,2834.845296,2350.537332,1531.340935,535.614666,47.409264,5825.821819,7225.821905,10232.71657,11009.67539,9639.679427,7554.938177,4432.529383,1742.98972,372.0151109,184.374264,191.624332,303.561728,392.910236,376.545504,355.67808,278.779276,145.676088,46.21536,39.19933705,49.49104678,72.33513879,80.59840358,72.44675961,56.56555556,32.77544283,13.00914259,3.516918997,3741.611365,3518.300492,5741.888055,7834.518951,7748.555591,7390.394674,5997.196378,3139.78842,1078.244057,136.3611111,88.55555556,154.5555556,158.9444444,146.7777778,161.8333333,143.5,78.66666667,18,93.88608725,95.3940934,83.0959193,61.5576219,55.58520188,50.0114326,42.53724819,29.75637033,7.901544,242.7425758,289.0328762,255.8179142,211.7245266,189.0133221,160.7433655,123.1258162,96.83276222,62.00251849,7.682261,7.66497328,7.5890432,7.555966077,7.383245176,7.567618723,7.743868778,8.093116,7.70256,1.63330571,1.979641871,1.80837847,1.5499693,1.420524698,1.203522459,0.910428968,0.722730144,0.586153166,155.9004735,140.7320197,143.5472014,150.663826,151.9324626,157.2424399,166.5887883,174.43269,179.7073429,5.681712963
NCGC00090991-02,0,1507.78197,1671.955222,2020.49336,1737.816073,1321.321223,1009.663729,510.585602,109.049472,6.096384,4459.054967,5419.225468,7269.851307,7402.545776,5785.488688,4555.508516,3204.958262,1290.897864,186.5024666,165.406312,171.625,290.388016,324.96314,387.636924,231.036276,231.300488,137.562624,40.310784,32.09006776,39.50937603,54.85750045,60.60816954,50.90947211,38.28456392,30.35256193,14.24370934,2.667677429,3756.318744,3369.128592,6271.419423,6854.46928,9322.265914,5084.95233,5490.037734,3443.992206,1109.505912,50.02777778,61.16666667,87.66666667,95.33333333,90.66666667,67.5,56,28,6,65.55573783,72.6937053,51.80752205,38.61813496,24.02402224,31.55199153,15.47229097,5.4524736,1.016064,193.8719551,235.6184986,186.4064438,164.5010172,105.1907034,142.3596411,97.11994734,64.54489321,31.08374443,7.191578783,7.461956522,7.445846564,7.221403111,7.047944073,7.219883625,7.009105697,6.8781312,6.718464,1.395220338,1.717798958,1.406602576,1.346848212,0.925626766,1.196392622,0.919774604,0.712185467,0.444612905,163.3182063,146.4838518,160.8056262,152.3215396,169.4957439,158.9047603,166.3647798,172.1996103,184.917652,2.175120773
NCGC00091009-03,0,3427.700342,4069.635305,6957.541174,8539.866024,7294.205396,5598.362527,4251.722189,3319.823036,2118.688337,9835.631922,13755.72325,23793.2372,32135.65759,33263.07617,26965.91243,19363.56297,14186.54573,9556.869017,379.067672,409.382132,820.616896,1304.32776,1721.972336,1823.302948,1294.397972,886.910168,686.097572,70.40279515,99.65093298,176.4622678,248.1324917,278.9659143,240.7777226,168.8675932,120.8523207,83.23459096,8454.319254,7848.695007,16717.20293,27017.80792,37575.51006,42966.81237,30259.62443,20263.83592,15759.26455,164.5763889,123.4930556,227.7777778,380.2222222,447.4652778,416.8263889,326.3888889,249.2083333,210.9166667,65.91731427,73.99336918,62.12090334,48.24783064,30.64792183,21.69907956,23.49017784,26.99043119,22.53923763,189.1467677,250.1040591,212.4396178,181.5573875,139.7608243,104.5190404,106.9810109,115.3377701,101.6688193,7.289762923,7.443311491,7.326936571,7.36908339,7.235177882,7.06706569,7.151370011,7.210651772,7.29891034,1.353899907,1.811835145,1.575555963,1.401878484,1.17212569,0.933246987,0.932970128,0.982539193,0.885474372,162.5830626,142.7035456,149.2607405,152.6429826,157.8802944,166.5380324,167.1802455,164.7466335,167.6517505,3.164930556
NCGC00091009-04,0,3427.700342,4069.635305,6957.541174,8539.866024,7294.205396,5598.362527,4251.722189,3319.823036,2118.688337,9835.631922,13755.72325,23793.2372,32135.65759,33263.07617,26965.91243,19363.56297,14186.54573,9556.869017,379.067672,409.382132,820.616896,1304.32776,1721.972336,1823.302948,1294.397972,886.910168,686.097572,70.40279515,99.65093298,176.4622678,248.1324917,278.9659143,240.7777226,168.8675932,120.8523207,83.23459096,8454.319254,7848.695007,16717.20293,27017.80792,37575.51006,42966.81237,30259.62443,20263.83592,15759.26455,164.5763889,123.4930556,227.7777778,380.2222222,447.4652778,416.8263889,326.3888889,249.2083333,210.9166667,65.91731427,73.99336918,62.12090334,48.24783064,30.64792183,21.69907956,23.49017784,26.99043119,22.53923763,189.1467677,250.1040591,212.4396178,181.5573875,139.7608243,104.5190404,106.9810109,115.3377701,101.6688193,7.289762923,7.443311491,7.326936571,7.36908339,7.235177882,7.06706569,7.151370011,7.210651772,7.29891034,1.353899907,1.811835145,1.575555963,1.401878484,1.17212569,0.933246987,0.932970128,0.982539193,0.885474372,162.5830626,142.7035456,149.2607405,152.6429826,157.8802944,166.5380324,167.1802455,164.7466335,167.6517505,3.164930556
NCGC00091009-05,0,3427.700342,4069.635305,6957.541174,8539.866024,7294.205396,5598.362527,4251.722189,3319.823036,2118.688337,9835.631922,13755.72325,23793.2372,32135.65759,33263.07617,26965.91243,19363.56297,14186.54573,9556.869017,379.067672,409.382132,820.616896,1304.32776,1721.972336,1823.302948,1294.397972,886.910168,686.097572,70.40279515,99.65093298,176.4622678,248.1324917,278.9659143,240.7777226,168.8675932,120.8523207,83.23459096,8454.319254,7848.695007,16717.20293,27017.80792,37575.51006,42966.81237,30259.62443,20263.83592,15759.26455,164.5763889,123.4930556,227.7777778,380.2222222,447.4652778,416.8263889,326.3888889,249.2083333,210.9166667,65.91731427,73.99336918,62.12090334,48.24783064,30.64792183,21.69907956,23.49017784,26.99043119,22.53923763,189.1467677,250.1040591,212.4396178,181.5573875,139.7608243,104.5190404,106.9810109,115.3377701,101.6688193,7.289762923,7.443311491,7.326936571,7.36908339,7.235177882,7.06706569,7.151370011,7.210651772,7.29891034,1.353899907,1.811835145,1.575555963,1.401878484,1.17212569,0.933246987,0.932970128,0.982539193,0.885474372,162.5830626,142.7035456,149.2607405,152.6429826,157.8802944,166.5380324,167.1802455,164.7466335,167.6517505,3.164930556
NCGC00091009-07,0,3427.700342,4069.635305,6957.541174,8539.866024,7294.205396,5598.362527,4251.722189,3319.823036,2118.688337,9835.631922,13755.72325,23793.2372,32135.65759,33263.07617,26965.91243,19363.56297,14186.54573,9556.869017,379.067672,409.382132,820.616896,1304.32776,1721.972336,1823.302948,1294.397972,886.910168,686.097572,70.40279515,99.65093298,176.4622678,248.1324917,278.9659143,240.7777226,168.8675932,120.8523207,83.23459096,8454.319254,7848.695007,16717.20293,27017.80792,37575.51006,42966.81237,30259.62443,20263.83592,15759.26455,164.5763889,123.4930556,227.7777778,380.2222222,447.4652778,416.8263889,326.3888889,249.2083333,210.9166667,65.91731427,73.99336918,62.12090334,48.24783064,30.64792183,21.69907956,23.49017784,26.99043119,22.53923763,189.1467677,250.1040591,212.4396178,181.5573875,139.7608243,104.5190404,106.9810109,115.3377701,101.6688193,7.289762923,7.443311491,7.326936571,7.36908339,7.235177882,7.06706569,7.151370011,7.210651772,7.29891034,1.353899907,1.811835145,1.575555963,1.401878484,1.17212569,0.933246987,0.932970128,0.982539193,0.885474372,162.5830626,142.7035456,149.2607405,152.6429826,157.8802944,166.5380324,167.1802455,164.7466335,167.6517505,3.164930556
NCGC00091010-01,0,3666.617272,4138.317984,5141.159048,4986.950541,4502.536318,4162.716725,4220.212206,4118.520273,3643.656322,11020.42657,14102.26941,19778.08976,21927.36284,20496.57567,18968.37441,18671.29244,18852.19929,17731.12227,458.183264,475.585232,890.55228,1223.42078,1326.63308,1225.347116,1096.206288,1089.830572,1104.330048,80.99352019,104.7686524,155.7215772,185.4710157,179.9495679,164.4853688,159.8868011,162.0633895,156.3584762,10582.87326,9368.52028,19152.81534,27556.97886,31026.77432,28562.22517,25352.28727,24997.85832,25709.18882,118.5277778,139,228.25,290,291.75,270.6666667,244.0833333,251.8333333,247.5833333,57.29089487,64.6612185,42.48891775,29.33500318,24.07773432,24.34337266,27.40397536,26.91843316,23.35677129,172.1941651,220.3479596,163.4552873,128.9844873,109.6073565,110.9261661,121.2421587,123.2169888,113.6610402,7.1591135,7.43101925,7.359936198,7.196592824,7.094294545,7.165772608,7.118222649,7.123075634,7.079038769,1.265523753,1.637010194,1.286955183,1.091005975,0.962297154,0.961902741,1.038225981,1.05923784,1.002297924,165.3573947,146.3831294,158.2877301,162.0998756,165.9185792,167.0305566,164.625242,163.3846949,164.8024924,1.851996528
NCGC00091011-05,0,5784.735202,3978.960126,6534.446012,6833.546753,5504.409187,5692.496815,6128.682898,4384.415308,3611.10116,7608.215001,8772.919332,12748.33507,13934.56655,13530.60769,12607.25287,10940.01097,8368.88677,6140.716044,274.880346,265.525308,439.845741,582.227628,645.673984,613.218148,547.7585,411.528256,299.749288,51.15407486,58.28852706,88.30489253,94.45302102,94.79808481,90.90063772,80.09689119,61.14431193,44.42255295,5299.805152,4852.952147,8176.784315,11504.44974,12929.0045,12329.12212,11031.6856,8222.249063,5843.009293,276.7883707,130.1440329,237.8489178,290.845679,344.3909465,340.2613169,237.8559671,245.9259259,161.7037037,180.7729751,124.3425039,123.2914342,96.24713737,69.67606566,75.89995753,92.85883179,89.47786343,106.2088576,237.7567188,274.1537291,240.534624,196.2615007,171.2735151,168.0967049,165.757742,170.7936075,180.6092954,8.590010813,8.297665875,8.298976245,8.200389127,8.173088405,8.176241973,8.299371212,8.398535837,8.816155529,1.598564839,1.821516471,1.666130048,1.33032424,1.199975757,1.212008503,1.213589261,1.247843101,1.306545675,165.618911,151.6547546,154.2789493,162.0345033,163.6582848,164.3882949,167.1467515,167.8010013,171.8532145,8.649636584
NCGC00091012-01,0,2846.579602,3059.257974,4412.690554,4477.965023,4295.105584,3611.324285,2903.415882,1943.044921,1680.818008,8017.229337,10211.37107,15087.42349,18064.5027,18196.30128,16929.67005,12962.27007,8578.32198,6509.81253,322.031752,330.62136,592.608136,793.038764,1047.664336,867.120908,974.1924,542.335156,389.725312,57.46874353,74.22489574,112.4886822,143.8134969,153.5524471,144.1547373,116.5420922,71.62569888,54.35737016,7207.471222,6375.193296,12372.02552,16337.05028,24405.2009,18859.38823,23439.20336,12077.79,8800.090019,125.6805556,115,181.7291667,255.6944444,258,253.2083333,245.875,156.3333333,100.7916667,64.69499095,69.52859032,55.15863193,41.8501404,29.02098368,29.84565525,21.03924552,26.61705371,31.12625941,182.2097577,232.0766153,188.5927937,168.827128,122.9479816,139.9146285,93.92949328,117.51126,120.5520839,7.318903455,7.514121818,7.4076017,7.411577234,7.078813081,7.166288496,7.059365217,7.429248712,7.217135407,1.306107807,1.686929449,1.406108527,1.344051372,1.037516535,1.191361466,0.844507914,0.981173957,1.006617966,163.8061641,144.8907567,154.650319,152.6827129,164.9000061,155.8627126,169.8492997,165.449178,162.96463,2.856376263
NCGC00091013-01,0,3283.436221,3925.371184,6539.372159,7973.989268,6899.802882,5265.384509,3926.872683,2884.998545,1744.435743,9412.11502,13332.20635,23122.2665,30839.35878,31577.87441,25525.99882,18172.31932,12853.82753,7976.805508,371.527156,401.841616,820.006748,1323.605504,1711.971624,1733.121308,1257.964044,850.851692,663.458268,67.61389515,96.86203298,173.6448472,242.360279,266.5646368,228.3023864,159.9491603,111.5963949,71.28195049,8327.524898,7721.900651,16738.11005,27894.05315,37856.85177,40774.5148,29546.66807,19513.61755,15607.18075,158.0416667,116.3055556,212.0138889,357.1805556,430.7569444,392.8055556,310.1666667,230.6666667,193.8055556,64.38110237,72.69205896,58.38725142,44.05518933,29.11309233,21.49136534,22.31177661,24.44914021,19.16962355,184.5512749,246.8927101,206.448808,170.3831977,133.2399764,104.1877503,103.2518143,108.9307418,87.65720338,7.284846196,7.441511407,7.321488821,7.312737591,7.223508962,7.073964522,7.147522977,7.210607559,7.290750198,1.32576265,1.793741351,1.550400422,1.339007066,1.124745303,0.931846475,0.908802047,0.94573216,0.783318137,163.2848019,142.9981602,149.4474112,154.1107909,159.7335518,166.426591,167.8787959,165.3696402,171.5074808,3.098856209
NCGC00091018-01,0,3281.404093,3901.157008,6477.820655,7856.941316,6786.733506,5203.747325,3872.347947,2819.382785,1683.858975,9349.947531,13102.73312,22517.49967,29715.11724,30319.69953,24662.96367,17526.87039,12124.72573,7301.912073,358.090228,387.606352,777.700124,1230.319424,1572.055464,1617.310748,1189.182732,781.671212,578.886492,66.72466934,94.63494436,167.6325128,231.1387049,252.8997038,218.0682414,152.8273056,103.8056088,63.84964633,7957.689594,7415.655556,15787.57966,25744.21788,34380.79784,37758.09513,27824.67197,17823.41655,13483.28761,158.7916667,117.0555556,213.0555556,345.5416667,409.1180556,378.9722222,303.7361111,225.5,181.3055556,66.96743047,75.02225015,61.11151561,46.76750783,31.27526961,22.82345318,23.32739727,26.10539616,21.31467057,190.8152557,251.9756368,212.4292422,176.8756978,139.7221177,108.1708933,105.5835565,112.265979,92.42926674,7.307963837,7.453968308,7.336793623,7.323329905,7.244495226,7.093468193,7.163751398,7.237696407,7.327677114,1.361727946,1.819902776,1.5814388,1.375825624,1.165436423,0.956439655,0.92064642,0.961163045,0.808223371,162.4018284,142.6087607,148.9394308,153.2393921,158.4368564,165.6056804,167.6185058,165.0316347,170.6745267,3.240646259
NCGC00091019-08,0,4844.055847,5158.778055,9008.413201,12868.46049,12680.36986,10668.78431,8079.082802,6149.369634,4312.489601,11477.79832,15604.58979,26863.28584,37626.46736,41821.80987,37558.05682,28372.90297,20430.0162,14712.70067,443.485388,463.138256,891.912184,1435.621868,1957.030332,2168.80036,1897.386572,1266.69242,908.854372,77.77584324,107.905846,187.9054372,266.2865741,310.8351009,293.2889979,227.6799866,160.4637087,114.9551861,9382.898132,8669.50057,17534.92509,28528.45218,40434.64545,46986.37522,42646.33292,28099.42662,19900.90439,355.9444444,177.1944444,322.5972222,667.9513889,801.4444444,834.0486111,772.6527778,560.5694444,400.3055556,84.98343591,85.97963425,76.99498462,69.55924587,50.12003897,37.43433092,32.18758088,36.82257266,36.23940841,201.3648828,260.0764966,229.6007337,203.3863101,165.3035963,131.7826555,113.0394541,122.3354263,123.6361401,7.780445404,7.718970933,7.62318106,7.760118205,7.735297755,7.609825825,7.559309052,7.584984551,7.637431697,1.364488478,1.798430767,1.606029378,1.439386887,1.228597237,1.029084203,0.90709158,0.960860531,0.966009968,164.6122479,144.4916762,149.8711546,154.2078496,159.820733,164.8644744,169.9057088,168.2600396,167.2344906,6.244639376
NCGC00091020-03,0,3808.286656,4133.45828,4146.983705,3092.122201,2992.127424,2795.370695,2598.613966,2401.857237,2205.100508,7321.636776,9267.256807,12101.32835,12095.78594,11581.06938,10574.27104,9567.472692,8560.674347,7553.876002,320.598505,314.139872,606.963534,751.263782,745.20589,682.32099,619.43609,556.55119,493.66629,55.56493862,69.15904775,95.33417459,106.3449057,100.5319848,91.5104559,82.48892704,73.46739818,64.44586932,6993.608524,5940.477475,12500.38175,17307.54435,16939.69486,15460.7397,13981.78455,12502.82939,11023.87424,213.105024,77.68981481,338.9861111,174.3842593,204.1342593,191.8842593,179.6342593,167.3842593,155.1342593,90.67349181,100.8160556,52.49346462,29.44878287,29.33458259,30.05774941,30.93588055,32.02476316,33.41061376,174.3246852,226.0306538,153.1813715,115.1979614,113.5398959,113.7018391,113.8984844,114.1423246,114.4526667,7.633297738,7.661948098,7.683082709,7.154893162,7.305940098,7.336784839,7.374239167,7.420682533,7.479792273,1.322974729,1.686806043,1.206761704,1.012808626,0.985607694,0.983983397,0.982011036,0.979565309,0.976452566,166.5144887,144.8896945,158.2326804,164.8337557,166.0754398,166.2445129,166.449816,166.7043919,167.0283975,5.073929143
NCGC00091023-01,0,3264.353022,3705.801874,4300.151099,4060.634149,3565.534598,3344.583853,3147.827124,2951.070395,2754.313666,10318.3514,13369.8437,18257.56781,19234.53349,17750.0499,16603.71625,15596.91791,14590.11956,13583.32122,423.854104,440.051992,822.286844,1142.69714,1096.331272,1031.48682,968.60192,905.71702,842.83212,76.67219038,100.8147838,149.0604789,168.0030869,157.627726,147.6484064,138.6268775,129.6053486,120.5838198,9900.792318,8718.724557,17711.40015,26603.23986,25682.1066,24222.22307,22743.26791,21264.31276,19785.3576,99.75,122.5,199.75,244.5,228.25,213.5,201.25,189,176.75,54.4058837,61.76336457,37.72062368,25.0656429,22.85599101,22.75227111,22.81034148,22.87651469,22.95261388,171.9725233,222.8307283,160.1541036,118.7316882,113.7823711,112.9504507,113.0211442,113.101702,113.1943435,7.064235067,7.334199867,7.213042491,7.053686049,7.027764564,7.016917143,7.018854493,7.021062171,7.023601,1.27786984,1.680246396,1.30754806,1.037056092,1.010434141,1.004410928,1.004542591,1.004692625,1.004865165,165.0132053,145.312076,155.3631592,164.21753,164.6288884,164.7770277,164.8062892,164.8396338,164.87798,1.6625
NCGC00091023-06,1,3264.353022,3705.801874,4300.151099,4060.634149,3565.534598,3344.583853,3147.827124,2951.070395,2754.313666,10318.3514,13369.8437,18257.56781,19234.53349,17750.0499,16603.71625,15596.91791,14590.11956,13583.32122,423.854104,440.051992,822.286844,1142.69714,1096.331272,1031.48682,968.60192,905.71702,842.83212,76.67219038,100.8147838,149.0604789,168.0030869,157.627726,147.6484064,138.6268775,129.6053486,120.5838198,9900.792318,8718.724557,17711.40015,26603.23986,25682.1066,24222.22307,22743.26791,21264.31276,19785.3576,99.75,122.5,199.75,244.5,228.25,213.5,201.25,189,176.75,54.4058837,61.76336457,37.72062368,25.0656429,22.85599101,22.75227111,22.81034148,22.87651469,22.95261388,171.9725233,222.8307283,160.1541036,118.7316882,113.7823711,112.9504507,113.0211442,113.101702,113.1943435,7.064235067,7.334199867,7.213042491,7.053686049,7.027764564,7.016917143,7.018854493,7.021062171,7.023601,1.27786984,1.680246396,1.30754806,1.037056092,1.010434141,1.004410928,1.004542591,1.004692625,1.004865165,165.0132053,145.312076,155.3631592,164.21753,164.6288884,164.7770277,164.8062892,164.8396338,164.87798,1.6625
NCGC00091031-01,0,2732.930343,2581.02027,3578.353834,3338.618712,3284.959344,3718.098962,2848.985859,1776.621096,1186.82154,5723.35097,6953.676514,9416.506323,10931.8961,11118.83884,10713.33297,8756.071448,5516.644285,3099.062536,262.607132,255.750088,443.954008,556.479616,726.707104,595.734584,670.573036,443.39648,264.083968,38.09594829,46.96694954,67.35528962,82.16107672,85.61132772,79.77426239,65.88773988,43.50199752,23.69230343,5633.95221,4942.422949,9065.682172,11464.13696,16110.65839,12784.06403,14585.03397,10248.96509,5793.81759,196.6180556,112.2083333,225.7916667,195.3333333,236.1666667,234,342.1111111,182.6666667,209.6666667,82.816071,80.65688344,63.89917561,46.36970433,34.946376,47.66793541,34.74372999,30.63139821,37.08817312,173.4348779,217.3023911,168.1518986,151.8318903,118.2855196,137.3504227,106.7813591,95.11455664,96.84570424,7.957791879,7.99219025,7.927750143,7.728883556,7.730926638,7.637622872,8.177719951,7.644766897,8.252624,1.154422675,1.467717173,1.202773029,1.141126066,0.910758806,1.022746954,0.803509023,0.75003444,0.740384482,170.7258245,154.4507172,161.8871816,159.2241245,171.3899828,163.8982568,177.8662679,176.7062946,181.0567997,5.958122896
NCGC00091032-03,0,5772.379264,5632.846714,9386.587339,12383.14884,13125.01956,12385.00891,8665.255745,6815.654661,6117.94885,12435.3683,16737.96164,27609.13217,37947.22442,43029.36749,39921.23612,30567.76128,22768.22079,17678.10238,441.290329,469.71703,909.115648,1380.370546,1804.686514,2065.327824,1769.056508,1287.285996,946.351582,87.15259024,117.930385,198.6725432,277.7019395,332.6889441,323.9332228,254.0216516,186.7275554,137.7354094,9315.641026,8776.737544,18008.99867,27435.48466,36992.39495,44763.9821,39017.21153,28620.80946,20592.06418,252.7761298,158.7636317,294.6563786,459.1244856,557.7790638,668.7409979,542.9691358,373.1918724,313.9927984,99.52378041,90.85236635,77.57510198,68.41518695,54.6875815,44.55039177,36.56226053,39.17042909,48.5551496,214.4029017,269.9671232,228.1746461,209.6531736,179.2890312,143.6015688,128.9778957,130.8518436,140.3023998,7.608453948,7.576081129,7.513352463,7.626356608,7.519527142,7.429236777,7.464373451,7.398195379,7.510726841,1.502630866,1.902102984,1.641921845,1.534264859,1.386203934,1.16522742,1.071821315,1.07314687,1.093138169,160.6145004,141.560283,148.8346997,151.5772633,154.1349789,161.0215183,164.6295845,164.4874107,163.4290808,4.358209134
NCGC00091034-02,0,6812.588752,4083.280734,11093.93706,6410.491499,6044.900601,7709.51926,3202.984838,3007.757076,214.4016,6845.10791,7823.290285,12976.15021,12217.76919,11175.80096,9067.606973,5265.346953,4503.382049,750.9666843,203.488148,201.06603,377.515116,476.029022,466.855452,357.652836,189.120284,179.575764,54.0432,53.82061124,56.52703448,104.4742034,89.82232444,85.0840899,69.80844599,45.53416505,41.5139935,8.72165244,3814.441146,3578.626994,6855.11917,9452.947615,9225.75778,6521.172483,3452.361356,3298.436449,1058.037464,139.0262631,70.04166667,123.5985368,175.2932099,232.8641975,162.0524691,45.48148148,34.7962963,8.074074074,283.8578647,163.3312294,241.1725447,106.841525,106.0508877,192.7379815,145.5902199,150.3878538,35.7336,285.2128296,312.9316114,282.0902219,203.6294866,196.0666834,226.6901743,239.3339524,225.1691024,125.1611141,8.478672833,8.0426412,8.206850348,7.933817033,8.190446526,8.9413209,8.596376545,8.9787882,9.0072,2.242525468,2.261081379,2.271178335,1.497038741,1.492703332,1.74521115,2.069734775,2.075699675,1.45360874,158.9350478,143.1450798,149.0243298,157.5491269,161.8553996,163.0293121,156.9255162,164.9218224,176.3395774,5.792760964
NCGC00091038-01,0,4525.837404,5144.003463,8403.421641,10277.18823,10340.47252,9279.545969,7679.746677,6496.221031,5227.254456,12242.23478,17055.15642,28950.86906,39245.11584,43583.17067,40236.0726,32994.32412,26325.25281,20157.11421,496.399344,526.024188,1056.43698,1701.313924,2236.145516,2482.99358,2194.641252,1678.664764,1374.499248,86.84631929,122.9283354,216.6189598,307.0203292,358.3497858,344.4016916,280.0813544,220.4331636,168.8396203,10996.65812,10072.72375,21492.62414,35955.71781,48933.90701,56817.31611,50380.26374,38126.67523,31272.83964,263.625,164.7083333,324.9861111,462.9861111,581.2986111,634.8055556,613.1111111,490.625,505.5416667,67.549812,73.48576376,58.7651863,44.29822511,33.57296273,26.81949702,25.51410856,28.24443927,28.10351858,182.7199221,243.6450917,202.4536298,169.1599821,141.5038009,116.2892272,109.6156948,114.4576209,108.3715818,7.408945433,7.514631257,7.387671189,7.333249672,7.260212714,7.176282023,7.29116695,7.298542452,7.389780903,1.296213721,1.756119078,1.514817901,1.323363488,1.163473331,0.995380611,0.930502839,0.958405059,0.907739894,164.1292256,143.8960535,150.2980709,154.9815423,158.8763215,164.2118963,167.3762915,165.7681532,168.1335464,3.934701493
NCGC00091044-02,0,1725.093346,1685.130394,2094.201032,2080.963271,1451.150455,902.07582,295.049541,31.282272,1.016064,3858.30025,4560.479016,5975.145118,5727.929536,3968.130055,2429.203819,1104.281396,290.0014803,31.08374443,136.717928,136.597272,196.877464,241.407732,208.238876,155.77676,94.952988,36.744192,6.718464,25.13099833,30.41680184,41.2263077,40.62717685,27.80540328,16.80720971,8.796200807,2.982151011,0.444612905,2764.126691,2550.926393,3749.799364,4860.257909,4289.215498,3264.991026,2105.57554,893.0597805,184.917652,123.8055556,74.77777778,102.1666667,146,114,87.66666667,43.5,11,1,101.4760792,99.12531729,83.76804128,67.12784745,55.81347904,47.47767474,24.58746175,6.2564544,1.016064,226.9588383,268.2634715,239.0058047,184.7719205,152.6203867,127.8528326,92.02344964,58.00029606,31.08374443,8.042231059,8.035133647,7.87509856,7.787346194,8.009187538,8.198776842,7.912749,7.3488384,6.718464,1.47829402,1.789223637,1.649052308,1.310554092,1.069438588,0.884589985,0.733016734,0.596430202,0.444612905,162.5956877,150.0544937,149.9919746,156.7825132,164.9698269,171.8416329,175.4646283,178.6119561,184.917652,7.282679739
