,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
9946,52,1,2,secondary,0,1027,0,0,cellular,23,jul,59,1,-1,0,11,0
9947,35,9,3,secondary,0,1855,1,0,11,7,may,138,1,-1,0,11,0
9948,38,7,3,secondary,0,1315,0,0,11,20,jun,23,12,-1,0,11,0
9949,43,0,2,secondary,0,59,1,0,cellular,15,jul,60,3,-1,0,11,0
9950,43,0,2,secondary,0,2682,0,0,cellular,30,jul,103,8,-1,0,11,0
9951,35,4,2,tertiary,0,2682,1,0,cellular,9,jul,156,1,-1,0,11,0
9952,40,7,2,secondary,0,3164,1,0,cellular,3,apr,329,2,-1,0,11,0
9953,49,9,1,secondary,0,342,0,1,cellular,19,0,58,3,-1,0,11,0
9954,35,7,3,secondary,0,1742,1,0,cellular,31,jul,39,2,-1,0,11,0
9955,42,9,1,secondary,0,-106,1,0,11,29,may,95,1,-1,0,11,0
9956,29,10,3,11,0,67,0,0,cellular,28,jan,330,2,-1,0,11,0
9957,26,9,3,secondary,0,430,0,0,cellular,5,feb,450,2,-1,0,11,0
9958,44,1,3,primary,0,-234,1,1,cellular,15,may,71,3,347,1,12,0
9959,29,4,3,tertiary,0,0,1,0,cellular,13,may,155,1,351,1,12,0
9960,36,1,2,secondary,0,-206,1,0,11,8,may,177,2,-1,0,11,0
9961,30,9,3,secondary,0,656,0,1,11,4,jul,523,1,-1,0,11,0
9962,52,5,2,secondary,0,603,0,1,11,9,jun,79,1,-1,0,11,0
9963,55,0,2,secondary,0,1102,1,0,11,15,may,126,2,-1,0,11,0
9964,30,7,3,secondary,0,117,0,0,cellular,28,jan,135,1,-1,0,11,0
9965,29,9,3,secondary,0,-13,1,0,cellular,14,may,512,3,-1,0,11,0
9966,27,0,3,tertiary,0,1993,1,0,cellular,5,may,102,5,-1,0,11,0
9967,58,5,1,11,0,5920,1,0,cellular,21,0,96,1,121,1,12,0
9968,33,7,2,secondary,0,881,1,0,11,21,may,67,5,-1,0,11,0
9969,48,0,2,secondary,0,0,1,0,cellular,17,jul,109,4,-1,0,11,0
9970,39,3,2,secondary,0,953,0,0,cellular,30,jan,23,6,232,3,13,0
9971,55,1,2,primary,0,781,1,0,cellular,3,feb,112,3,270,2,12,0
9972,40,1,3,primary,0,1530,1,0,cellular,20,apr,8,3,315,1,12,0
9973,33,4,3,tertiary,0,2667,1,0,cellular,18,may,57,1,180,3,12,0
9974,56,0,2,secondary,0,5310,0,0,11,19,jun,74,1,-1,0,11,0
9975,42,1,2,secondary,0,1468,1,0,11,28,may,136,1,-1,0,11,0
9976,43,11,2,primary,0,0,1,0,cellular,9,jul,132,1,-1,0,11,0
9977,41,4,2,tertiary,0,144,0,0,cellular,27,feb,123,3,-1,0,11,0
9978,58,0,3,secondary,0,247,0,1,11,20,jun,66,6,-1,0,11,0
9979,29,1,2,primary,0,258,1,0,11,26,may,130,1,-1,0,11,0
9980,38,4,2,tertiary,0,595,1,0,cellular,18,0,70,1,-1,0,11,0
9981,49,1,1,secondary,1,259,0,0,11,16,may,283,2,-1,0,11,0
9982,55,6,2,secondary,0,2408,0,0,telephone,9,apr,327,2,140,1,12,0
9983,53,4,2,tertiary,0,1356,1,0,cellular,5,aug,397,2,93,2,12,0
9984,56,0,2,secondary,0,292,1,0,11,28,may,228,9,-1,0,11,0
9985,31,4,3,tertiary,0,2384,1,0,cellular,14,apr,608,2,-1,0,11,0
9986,29,9,3,secondary,0,307,1,0,cellular,3,feb,216,1,-1,0,11,0
9987,48,0,2,secondary,0,292,1,1,cellular,29,jul,164,6,-1,0,11,0
9988,43,1,2,primary,0,3131,1,0,11,3,jun,441,3,-1,0,11,0
9989,29,9,2,secondary,0,0,0,0,11,12,may,33,2,-1,0,11,0
9990,39,4,3,tertiary,0,2258,1,0,cellular,31,jul,255,2,-1,0,11,0
9991,53,4,2,tertiary,0,1348,0,1,cellular,17,jul,120,3,-1,0,11,0
9992,48,1,2,secondary,0,741,1,0,cellular,16,apr,227,1,-1,0,11,0
9993,34,4,2,tertiary,0,0,0,0,cellular,22,apr,176,1,-1,0,11,0
9994,52,4,3,tertiary,0,741,0,0,cellular,7,aug,63,2,-1,0,11,0
9995,30,0,2,secondary,0,521,1,0,cellular,19,0,648,1,-1,0,11,0
9996,45,2,2,primary,0,5315,1,1,cellular,15,may,262,2,-1,0,11,0
9997,54,4,2,secondary,0,1660,0,0,cellular,20,0,337,3,-1,0,11,0
9998,44,6,2,11,0,163,1,0,cellular,12,aug,44,1,100,3,14,0
9999,35,2,2,secondary,0,1163,1,0,11,20,may,284,1,-1,0,11,0
10000,34,9,3,tertiary,0,122,0,0,11,27,may,73,5,-1,0,11,0
10001,22,8,3,11,0,1,0,0,telephone,15,jun,263,4,-1,0,11,0
10002,65,5,2,primary,0,493,0,0,cellular,16,oct,622,1,182,1,12,0
10003,49,4,2,11,0,0,0,0,cellular,19,0,99,2,-1,0,11,0
10004,38,4,3,11,0,715,1,0,cellular,2,apr,951,1,132,3,12,0
10005,28,9,3,tertiary,0,558,1,0,cellular,15,may,300,1,-1,0,11,0
10006,33,9,2,tertiary,0,16992,1,0,11,29,may,58,1,-1,0,11,0
10007,34,4,2,tertiary,0,179,1,0,cellular,20,0,184,1,-1,0,11,0
10008,26,8,3,11,0,198,0,0,cellular,5,feb,161,1,-1,0,11,0
10009,37,1,2,primary,0,152,1,0,cellular,17,apr,252,2,-1,0,11,0
10010,40,1,2,primary,0,2805,1,0,cellular,14,may,173,6,353,23,12,0
10011,28,7,3,secondary,0,6332,1,0,telephone,7,may,149,1,343,4,12,0
10012,31,9,2,secondary,0,2420,1,0,cellular,19,0,166,1,-1,0,11,0
10013,42,4,2,secondary,0,580,0,0,cellular,22,aug,67,2,-1,0,11,0
10014,34,9,1,secondary,0,259,0,0,cellular,11,aug,316,2,-1,0,11,0
10015,34,7,2,secondary,0,-451,1,1,cellular,23,jul,498,1,-1,0,11,0
10016,53,4,2,tertiary,0,261,0,0,cellular,19,aug,100,2,-1,0,11,0
10017,55,2,2,tertiary,0,323,1,1,cellular,13,may,200,1,-1,0,11,0
10018,51,2,3,tertiary,0,0,0,0,cellular,30,jan,643,1,-1,0,11,0
10019,58,5,2,secondary,0,235,0,0,cellular,27,aug,88,4,-1,0,11,0
10020,35,1,2,primary,0,526,1,0,cellular,2,feb,914,2,-1,0,11,0
10021,35,1,2,primary,0,4366,1,0,11,28,may,173,3,-1,0,11,0
10022,31,9,2,tertiary,0,0,1,1,11,13,may,164,2,-1,0,11,0
10023,32,8,2,secondary,0,833,1,0,telephone,2,0,227,5,164,3,13,0
10024,59,5,2,primary,1,-13,0,0,cellular,11,aug,77,1,-1,0,11,0
10025,50,4,1,tertiary,0,405,0,0,cellular,2,apr,82,6,-1,0,11,0
10026,37,1,2,primary,0,3517,1,0,11,23,may,445,1,-1,0,11,0
10027,30,7,2,secondary,0,699,1,0,11,29,may,544,1,-1,0,11,0
10028,41,1,2,primary,0,943,1,0,11,29,may,242,3,-1,0,11,0
10029,43,1,2,primary,0,794,1,0,cellular,13,may,38,3,-1,0,11,0
10030,34,1,2,primary,0,503,1,0,11,26,may,120,2,-1,0,11,0
10031,42,4,2,tertiary,0,-700,1,0,11,14,may,110,1,-1,0,11,0
10032,33,4,2,tertiary,0,644,0,0,cellular,11,aug,99,2,-1,0,11,0
10033,26,7,3,secondary,0,335,0,0,telephone,29,jan,393,2,-1,0,11,0
10034,32,9,3,secondary,0,719,1,0,11,28,may,79,6,-1,0,11,0
10035,41,4,2,tertiary,0,-195,0,1,cellular,20,0,112,1,-1,0,11,0
10036,49,9,1,secondary,0,972,0,0,cellular,16,0,104,3,175,2,12,0
10037,51,1,2,primary,0,5050,0,1,11,16,jun,75,7,-1,0,11,0
10038,43,1,2,primary,0,232,0,1,cellular,15,may,45,1,-1,0,11,0
10039,45,7,2,primary,0,2406,1,1,cellular,20,apr,108,2,-1,0,11,0
10040,42,2,2,secondary,0,324,1,0,cellular,15,jul,528,3,-1,0,11,0
10041,37,1,2,secondary,0,168,1,0,cellular,17,apr,266,2,-1,0,11,0
10042,59,5,2,secondary,0,374,0,0,cellular,29,aug,272,2,-1,0,11,0
10043,31,7,3,secondary,0,658,0,0,cellular,22,may,100,1,-1,0,11,0
10044,22,0,3,secondary,0,-1,1,0,11,9,may,136,1,-1,0,11,0
10045,30,6,3,secondary,0,280,0,0,telephone,5,may,92,3,-1,0,11,0
10046,52,0,1,11,0,0,0,0,cellular,26,aug,168,4,-1,0,11,0
10047,50,6,2,primary,0,0,0,0,cellular,22,aug,125,4,-1,0,11,0
10048,34,0,2,secondary,0,2064,1,0,11,26,may,165,2,-1,0,11,0
10049,30,1,2,secondary,0,128,1,0,11,14,may,273,1,-1,0,11,0
10050,56,1,2,primary,0,0,1,0,cellular,17,jul,82,1,-1,0,11,0
10051,31,9,3,secondary,0,863,1,0,cellular,3,feb,146,1,263,5,14,0
10052,51,0,2,secondary,0,50,0,0,cellular,26,aug,178,2,-1,0,11,0
10053,33,7,3,secondary,0,187,1,0,cellular,20,apr,168,3,326,1,12,0
10054,47,1,2,secondary,1,-614,1,0,11,26,may,118,2,-1,0,11,0
10055,46,9,2,tertiary,0,841,1,0,11,6,may,158,1,-1,0,11,0
10056,44,7,1,secondary,0,206,1,0,cellular,14,may,78,1,365,1,12,0
10057,51,1,2,secondary,0,984,1,0,telephone,7,apr,353,4,-1,0,11,0
10058,39,9,3,secondary,0,201,0,1,11,6,jun,148,4,-1,0,11,0
10059,41,9,2,tertiary,0,585,1,0,telephone,20,apr,60,1,-1,0,11,0
10060,33,4,3,tertiary,0,8514,0,0,cellular,20,aug,131,1,-1,0,11,0
10061,31,0,2,secondary,0,728,1,1,cellular,15,may,152,1,352,4,12,0
10062,60,2,1,secondary,0,80,1,0,11,15,may,397,1,-1,0,11,0
10063,34,9,2,secondary,0,1246,0,0,11,28,may,88,3,-1,0,11,0
10064,58,7,2,secondary,0,818,0,0,cellular,22,aug,283,1,-1,0,11,0
10065,36,0,3,11,0,1815,0,0,11,5,jun,387,1,-1,0,11,0
10066,42,9,2,secondary,0,0,0,0,cellular,30,jul,351,2,-1,0,11,0
10067,44,7,1,secondary,0,210,0,1,11,12,may,111,2,-1,0,11,0
10068,31,7,2,secondary,0,71,1,0,cellular,17,jul,740,2,-1,0,11,0
10069,51,1,2,primary,0,1869,0,0,11,17,jun,30,3,-1,0,11,0
10070,59,0,2,primary,0,1040,0,0,telephone,31,jul,733,1,-1,0,11,0
10071,33,0,2,secondary,0,920,0,0,cellular,13,aug,111,1,105,1,14,0
10072,47,1,2,secondary,0,668,1,0,cellular,4,may,230,6,354,2,14,0
10073,43,4,1,tertiary,0,36,0,0,cellular,13,feb,61,1,193,1,12,0
10074,44,3,2,primary,1,-972,1,1,11,16,may,114,2,-1,0,11,0
10075,29,0,3,secondary,0,382,1,0,11,12,may,460,1,-1,0,11,0
10076,30,0,2,secondary,0,-170,1,1,11,26,may,130,1,-1,0,11,0
10077,43,4,2,11,0,5172,1,0,11,29,may,57,3,-1,0,11,0
10078,53,9,3,tertiary,0,1,0,0,cellular,21,aug,190,1,-1,0,11,0
10079,46,1,2,secondary,0,922,1,0,telephone,18,0,296,2,-1,0,11,0
10080,41,4,2,tertiary,0,3016,1,0,cellular,14,jul,80,3,-1,0,11,0
10081,44,1,2,primary,0,0,1,0,cellular,30,jul,83,2,-1,0,11,0
10082,38,4,2,tertiary,0,1101,1,0,telephone,9,0,43,1,-1,0,11,0
10083,43,4,1,tertiary,0,3578,0,0,cellular,29,jan,376,2,-1,0,11,0
10084,41,1,2,primary,0,0,1,1,11,6,may,238,1,-1,0,11,0
10085,44,1,2,secondary,0,0,1,0,cellular,21,jul,90,1,-1,0,11,0
10086,31,1,2,secondary,0,-190,1,1,cellular,8,may,299,3,-1,0,11,0
10087,59,6,2,tertiary,0,185,0,0,cellular,4,feb,283,1,-1,0,11,0
10088,30,4,3,tertiary,0,156,1,0,11,9,jun,174,9,-1,0,11,0
10089,35,1,2,secondary,0,503,1,1,11,9,may,57,2,-1,0,11,0
10090,57,5,2,secondary,0,485,0,0,cellular,2,feb,79,2,187,2,12,0
10091,53,9,1,secondary,0,392,1,0,cellular,28,jan,70,1,245,1,12,0
10092,35,1,2,secondary,0,625,0,0,cellular,13,may,267,1,-1,0,11,0
10093,49,7,2,primary,0,468,0,0,cellular,5,aug,608,2,-1,0,11,0
10094,41,4,2,secondary,0,280,1,0,cellular,2,jun,88,1,95,2,14,0
10095,40,7,2,secondary,0,181,1,0,11,16,may,370,1,-1,0,11,0
10096,57,0,2,11,0,1401,0,0,cellular,21,aug,91,22,-1,0,11,0
10097,38,4,2,11,0,1349,1,0,11,6,may,100,1,-1,0,11,0
10098,49,7,2,primary,0,5737,1,0,11,29,may,417,2,-1,0,11,0
10099,38,4,2,tertiary,0,1187,1,1,cellular,2,feb,157,1,-1,0,11,0
10100,26,0,2,secondary,0,5231,0,1,cellular,17,jul,222,2,-1,0,11,0
10101,34,0,2,secondary,0,3185,1,0,11,13,may,520,1,-1,0,11,0
10102,58,4,2,tertiary,0,3228,0,0,cellular,19,aug,58,2,-1,0,11,0
10103,30,7,2,secondary,0,80,1,0,11,8,may,185,2,-1,0,11,0
10104,52,1,1,primary,0,2800,0,0,11,19,jun,149,1,-1,0,11,0
10105,30,9,3,tertiary,0,10,0,0,cellular,26,aug,276,8,-1,0,11,0
10106,52,1,2,secondary,0,331,0,0,cellular,8,aug,84,4,-1,0,11,0
10107,34,2,2,secondary,0,223,0,1,cellular,11,aug,103,6,-1,0,11,0
10108,33,1,2,primary,0,0,0,0,cellular,8,may,174,1,-1,0,11,0
10109,34,0,2,tertiary,0,35,1,0,cellular,15,oct,76,1,69,2,12,0
10110,23,0,2,secondary,0,299,1,0,11,19,jun,104,1,-1,0,11,0
10111,37,1,2,primary,0,240,1,0,cellular,11,may,259,1,370,2,13,0
10112,59,4,2,11,0,3534,0,0,cellular,21,0,216,4,-1,0,11,0
10113,42,4,2,tertiary,0,223,0,0,cellular,6,aug,92,6,-1,0,11,0
10114,50,0,1,secondary,0,-194,1,0,cellular,13,apr,238,2,-1,0,11,0
10115,41,9,1,secondary,0,1545,0,1,cellular,13,aug,183,2,-1,0,11,0
10116,34,9,3,secondary,0,440,1,0,cellular,6,may,445,2,345,2,12,0
10117,57,4,2,primary,0,2538,0,1,telephone,17,jul,485,2,-1,0,11,0
10118,52,7,2,11,0,337,1,0,11,19,may,85,3,-1,0,11,0
10119,61,5,2,11,0,-492,0,1,11,4,jul,333,1,-1,0,11,0
10120,31,9,3,tertiary,0,53,0,0,cellular,28,jan,97,2,-1,0,11,0
10121,27,8,3,secondary,0,91,0,0,telephone,4,dec,157,6,95,37,13,0
10122,48,1,3,primary,0,316,0,0,11,5,jun,560,2,-1,0,11,0
10123,27,4,3,11,0,3196,0,0,cellular,9,feb,10,2,-1,0,11,0
10124,37,1,2,secondary,0,2697,1,0,cellular,20,apr,430,1,-1,0,11,0
10125,28,8,3,tertiary,0,3,0,0,cellular,11,0,135,2,148,1,13,0
10126,34,7,2,secondary,0,244,0,0,cellular,4,feb,696,2,-1,0,11,0
10127,42,7,3,11,0,410,0,0,cellular,21,0,34,2,-1,0,11,0
10128,39,0,2,secondary,0,159,0,0,cellular,19,0,177,1,-1,0,11,0
10129,30,4,2,tertiary,0,6432,1,0,cellular,21,0,206,2,119,3,13,0
10130,35,1,2,secondary,0,-701,1,1,cellular,7,may,531,3,-1,0,11,0
10131,43,3,3,primary,0,24,0,0,cellular,31,jul,35,2,-1,0,11,0
10132,33,4,2,tertiary,0,296,0,0,cellular,16,jul,90,2,-1,0,11,0
10133,24,1,3,secondary,0,1,1,0,cellular,11,may,79,2,-1,0,11,0
10134,39,9,2,secondary,0,1965,1,0,11,2,jun,65,1,-1,0,11,0
10135,27,9,3,tertiary,0,501,0,1,telephone,30,jan,370,4,-1,0,11,0
10136,50,1,2,secondary,0,3558,0,0,cellular,26,aug,84,10,-1,0,11,0
10137,30,1,2,secondary,0,177,1,0,cellular,9,apr,62,2,332,3,12,0
10138,52,9,1,secondary,0,204,0,0,cellular,7,aug,134,2,-1,0,11,0
10139,30,0,2,secondary,0,46,1,0,11,6,may,114,2,-1,0,11,0
10140,35,9,1,secondary,0,2047,1,0,cellular,1,oct,66,1,-1,0,11,0
10141,36,0,3,secondary,0,810,1,0,11,17,jun,296,1,-1,0,11,0
10142,39,4,3,tertiary,0,1914,0,0,cellular,18,aug,94,4,-1,0,11,0
10143,43,0,3,secondary,0,56831,0,0,11,15,may,243,1,-1,0,11,0
10144,43,0,3,secondary,0,386,0,0,cellular,12,oct,242,1,92,4,14,0
10145,46,0,2,primary,0,469,1,0,cellular,2,feb,75,1,264,10,13,0
10146,33,0,2,tertiary,0,69,0,1,cellular,4,may,77,2,-1,0,11,0
10147,56,2,2,tertiary,0,-124,1,0,11,15,may,374,5,-1,0,11,0
10148,60,5,2,primary,0,600,0,0,cellular,19,aug,99,6,-1,0,11,0
10149,48,4,2,tertiary,0,3842,0,0,cellular,1,oct,168,1,122,2,14,0
10150,31,1,2,secondary,0,-720,1,1,11,15,may,112,2,-1,0,11,0
10151,36,1,3,secondary,0,1127,1,0,cellular,10,jul,455,1,-1,0,11,0
10152,24,8,3,secondary,0,423,1,0,11,5,may,226,3,-1,0,11,0
10153,27,1,2,secondary,0,-59,0,1,cellular,8,jul,154,3,-1,0,11,0
10154,36,0,2,secondary,0,0,1,1,cellular,11,may,94,1,-1,0,11,0
10155,29,9,2,tertiary,0,1489,1,0,11,28,may,430,1,-1,0,11,0
10156,42,6,2,secondary,0,0,0,0,cellular,14,aug,277,4,-1,0,11,0
10157,44,4,2,tertiary,0,1451,1,0,cellular,5,feb,80,7,80,15,12,0
10158,42,1,2,11,0,452,1,0,cellular,17,0,359,2,-1,0,11,0
10159,39,2,2,secondary,0,283,1,0,11,26,may,126,2,-1,0,11,0
10160,45,4,3,tertiary,0,16,0,0,cellular,31,jul,59,2,-1,0,11,0
10161,36,1,2,primary,0,973,1,1,11,23,may,293,1,-1,0,11,0
10162,34,1,2,secondary,0,1257,1,0,11,26,may,109,7,-1,0,11,0
10163,43,9,2,secondary,0,-1701,1,0,11,26,may,285,1,-1,0,11,0
10164,32,1,3,secondary,0,567,1,0,cellular,7,may,275,2,342,4,13,0
10165,38,9,2,tertiary,0,-1,0,0,cellular,8,aug,188,4,-1,0,11,0
10166,29,1,2,secondary,0,3310,0,0,cellular,1,sep,367,1,91,4,12,0
10167,28,1,2,primary,0,115,1,0,11,28,may,78,4,-1,0,11,0
10168,33,4,3,tertiary,0,321,0,0,cellular,22,aug,227,2,-1,0,11,0
10169,43,0,2,secondary,0,71,0,0,11,7,may,180,5,-1,0,11,0
10170,42,10,1,secondary,0,759,0,0,cellular,28,jan,97,1,169,3,12,0
10171,33,4,2,tertiary,0,23,1,1,cellular,6,feb,150,1,-1,0,11,0
10172,32,9,3,secondary,0,3297,0,0,cellular,11,aug,99,2,-1,0,11,0
10173,42,3,3,secondary,0,578,0,0,telephone,28,jan,44,1,-1,0,11,0
10174,42,3,2,primary,0,4279,1,0,cellular,22,jul,98,1,-1,0,11,0
10175,29,1,3,secondary,0,234,1,0,cellular,8,may,139,1,345,1,13,0
10176,27,4,3,tertiary,0,1137,1,0,cellular,8,may,26,1,-1,0,11,0
10177,38,4,3,tertiary,0,8669,1,0,telephone,20,apr,5,3,150,6,12,0
10178,45,2,2,primary,0,488,1,0,telephone,28,jul,90,11,-1,0,11,0
10179,32,4,3,tertiary,0,1077,0,0,cellular,5,aug,200,1,717,4,12,0
10180,33,9,2,secondary,0,4790,1,0,cellular,20,apr,137,1,272,2,12,0
10181,48,9,2,secondary,0,256,1,0,11,29,may,150,4,-1,0,11,0
10182,53,1,2,secondary,0,974,1,0,11,26,may,197,2,-1,0,11,0
10183,23,9,3,11,0,231,1,0,cellular,7,may,560,3,367,1,13,0
10184,41,1,2,secondary,0,196,1,0,11,13,may,488,1,-1,0,11,0
10185,41,0,3,secondary,0,2002,1,0,cellular,15,may,172,2,350,1,12,0
10186,50,7,2,tertiary,0,218,1,0,11,9,may,388,2,-1,0,11,0
10187,28,1,3,secondary,0,1011,1,0,cellular,20,apr,204,3,-1,0,11,0
10188,54,5,1,secondary,0,2761,0,0,cellular,16,jul,771,1,-1,0,11,0
10189,38,7,1,primary,0,92,1,1,11,29,may,118,3,-1,0,11,0
10190,27,6,2,tertiary,0,10005,1,0,cellular,14,apr,163,3,271,2,12,0
10191,54,4,2,tertiary,0,1168,0,0,telephone,4,may,150,5,-1,0,11,0
10192,28,7,3,secondary,0,168,1,0,cellular,7,may,128,1,-1,0,11,0
10193,32,9,3,tertiary,0,1710,1,0,cellular,15,may,439,1,175,3,13,0
10194,39,7,2,secondary,0,207,0,0,11,6,jun,78,2,-1,0,11,0
10195,29,9,3,secondary,0,18,0,0,cellular,3,feb,206,3,-1,0,11,0
10196,46,0,3,11,0,306,1,0,cellular,11,may,289,5,-1,0,11,0
10197,37,2,2,primary,0,8,1,1,cellular,16,jul,46,1,-1,0,11,0
10198,30,4,2,tertiary,0,-250,1,0,11,20,jun,11,6,-1,0,11,0
10199,41,1,2,secondary,0,449,1,1,cellular,12,may,313,2,-1,0,11,0
10200,39,10,2,secondary,0,1654,0,0,11,20,jun,264,6,-1,0,11,0
10201,38,1,2,primary,0,714,1,0,11,29,may,225,3,-1,0,11,0
10202,55,4,3,tertiary,0,1498,0,0,cellular,25,aug,340,5,-1,0,11,0
10203,29,7,3,secondary,0,695,0,0,11,3,jul,97,1,-1,0,11,0
10204,36,9,3,secondary,0,-15,1,0,11,6,may,341,3,-1,0,11,0
10205,60,1,2,primary,0,14,1,1,cellular,15,may,781,4,178,3,12,0
10206,43,7,1,secondary,0,-287,1,0,cellular,20,apr,580,4,-1,0,11,0
10207,45,1,2,primary,0,0,1,0,cellular,24,jul,137,1,-1,0,11,0
10208,36,4,1,tertiary,0,-978,1,0,cellular,13,may,62,3,-1,0,11,0
10209,53,1,2,secondary,0,0,1,0,cellular,7,may,407,2,-1,0,11,0
10210,41,6,2,secondary,0,20,0,0,11,5,jun,333,1,-1,0,11,0
10211,51,1,2,secondary,0,700,0,0,cellular,8,aug,237,4,-1,0,11,0
10212,34,1,2,secondary,0,-58,1,1,11,28,may,157,2,-1,0,11,0
10213,29,4,3,tertiary,0,841,0,0,cellular,5,feb,217,1,-1,0,11,0
10214,35,6,3,secondary,0,951,1,0,cellular,19,0,220,2,-1,0,11,0
10215,40,4,2,tertiary,0,-63,0,1,cellular,2,jul,196,1,-1,0,11,0
10216,26,8,3,tertiary,0,641,1,0,cellular,15,may,55,1,368,1,12,0
10217,32,9,3,tertiary,0,195,1,0,cellular,22,aug,239,2,-1,0,11,0
10218,31,9,2,tertiary,0,11,0,0,cellular,27,aug,651,2,-1,0,11,0
10219,39,4,3,secondary,0,120,0,0,11,12,jun,66,1,-1,0,11,0
10220,30,9,2,secondary,0,450,0,1,cellular,14,jul,72,4,-1,0,11,0
10221,40,9,2,secondary,0,8379,0,0,11,12,jun,52,6,-1,0,11,0
10222,32,1,2,primary,0,206,1,0,11,20,may,205,2,-1,0,11,0
10223,46,0,3,secondary,0,1544,1,0,11,29,may,609,1,-1,0,11,0
10224,41,9,2,secondary,0,2990,1,0,11,30,may,62,3,-1,0,11,0
10225,35,2,3,secondary,0,866,1,0,cellular,19,0,147,1,-1,0,11,0
10226,40,10,3,secondary,0,1744,1,0,11,21,may,465,11,-1,0,11,0
10227,58,4,2,secondary,0,-382,0,0,telephone,5,feb,398,4,189,12,14,0
10228,48,1,2,primary,0,214,1,1,cellular,18,0,246,1,162,1,12,0
10229,37,9,3,tertiary,0,147,0,0,11,7,may,416,2,-1,0,11,0
10230,59,4,1,tertiary,0,81,0,0,cellular,26,may,140,1,-1,0,11,0
10231,33,1,2,secondary,0,202,1,0,cellular,17,apr,377,1,-1,0,11,0
10232,36,0,2,secondary,0,1314,1,0,cellular,17,jul,330,3,-1,0,11,0
10233,40,1,2,secondary,0,-60,1,0,cellular,21,jul,250,1,-1,0,11,0
10234,53,0,3,primary,0,0,1,0,cellular,7,may,176,1,322,5,13,0
10235,32,0,1,secondary,0,-331,1,1,11,26,may,130,3,-1,0,11,0
10236,32,1,2,primary,0,1504,1,0,cellular,17,apr,131,2,-1,0,11,0
10237,43,7,1,11,0,2363,1,0,cellular,17,0,229,1,-1,0,11,0
10238,30,7,3,secondary,0,773,1,1,11,4,jun,29,1,-1,0,11,0
10239,31,0,2,secondary,0,941,1,0,cellular,8,apr,213,4,-1,0,11,0
10240,35,10,3,secondary,0,2116,1,0,cellular,13,may,409,2,-1,0,11,0
10241,39,7,2,secondary,0,-971,1,1,11,28,may,104,2,-1,0,11,0
10242,57,4,2,tertiary,0,5,1,0,cellular,8,jul,96,1,-1,0,11,0
10243,33,6,1,tertiary,0,454,0,1,cellular,18,0,134,1,-1,0,11,0
10244,35,4,2,secondary,0,53,1,0,cellular,18,0,378,1,-1,0,11,0
10245,53,4,2,tertiary,0,2578,0,0,cellular,19,0,299,4,107,2,12,0
10246,50,2,2,secondary,0,854,0,0,cellular,16,apr,198,1,-1,0,11,0
10247,46,10,2,secondary,0,16397,0,0,cellular,18,0,641,1,-1,0,11,0
10248,35,4,3,tertiary,0,687,1,0,11,30,may,166,2,-1,0,11,0
10249,56,5,2,secondary,0,1894,1,0,11,15,may,189,1,-1,0,11,0
10250,54,0,1,secondary,0,0,1,1,cellular,4,feb,330,1,182,3,14,0
10251,56,7,2,secondary,0,1150,0,1,cellular,17,0,107,1,117,3,12,0
10252,43,4,2,tertiary,0,136,0,0,cellular,6,aug,120,2,-1,0,11,0
10253,40,9,2,secondary,0,7313,1,0,cellular,18,0,241,2,182,1,12,0
10254,38,4,2,tertiary,0,-239,1,0,11,2,jun,221,2,-1,0,11,0
10255,43,4,2,tertiary,0,182,0,0,cellular,28,jan,152,1,-1,0,11,0
10256,46,9,2,secondary,0,1590,1,0,cellular,15,jul,59,2,-1,0,11,0
10257,29,1,2,secondary,0,-565,1,0,11,18,jun,164,3,-1,0,11,0
10258,33,9,3,secondary,0,930,1,0,cellular,15,may,163,5,359,1,12,0
10259,49,9,2,secondary,0,1091,0,0,telephone,30,jul,47,2,-1,0,11,0
10260,53,1,1,secondary,0,640,1,0,cellular,11,may,321,2,-1,0,11,0
10261,54,5,3,primary,0,767,0,0,11,9,jun,42,2,-1,0,11,0
10262,33,9,2,secondary,0,480,1,0,cellular,30,jan,272,1,270,1,13,0
10263,39,4,2,tertiary,0,1363,0,0,cellular,21,aug,294,3,-1,0,11,0
10264,38,0,3,11,0,446,1,0,11,13,may,386,1,-1,0,11,0
10265,49,0,2,secondary,0,167,0,1,cellular,9,jul,51,1,-1,0,11,0
10266,33,9,2,secondary,0,0,0,0,cellular,19,aug,78,3,-1,0,11,0
10267,59,0,2,secondary,0,4196,0,0,telephone,31,jul,10,2,-1,0,11,0
10268,35,0,2,secondary,0,725,1,0,cellular,20,0,219,7,133,1,12,0
10269,40,9,2,secondary,0,1716,1,0,cellular,12,aug,226,8,-1,0,11,0
10270,31,7,3,secondary,0,-45,0,0,11,7,may,246,2,-1,0,11,0
10271,35,9,2,secondary,0,410,1,0,cellular,20,0,67,2,-1,0,11,0
10272,42,1,2,primary,0,-97,1,0,cellular,3,feb,216,4,271,5,12,0
10273,55,6,2,secondary,0,12159,1,0,cellular,20,0,142,2,174,2,12,0
10274,33,1,2,secondary,0,395,1,0,11,2,jun,122,1,-1,0,11,0
10275,31,9,3,tertiary,0,969,0,0,cellular,15,jun,95,1,-1,0,11,0
10276,30,9,3,secondary,0,86,0,0,11,20,aug,45,1,-1,0,11,0
